OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice
ORD200164,12/28/2023,C70566,Desk,5,537,667 Main St,Gift Card,Pending,TRK49673411,5,SAVE10,Google,2683
ORD200165,9/14/2024,C60355,Monitor,2,500,226 Main St,Online,Returned,TRK30155194,7,WINTER15,Google,1001
ORD200166,3/4/2025,C28889,Chair,3,86,565 Main St,Cash,Delivered,TRK23791726,6,WINTER15,Instagram,259
ORD200167,5/27/2023,C88304,Chair,2,384,219 Main St,Online,Returned,TRK44268941,2,WINTER15,Email,768
ORD200168,1/4/2025,C49517,Printer,1,595,878 Main St,Cash,Returned,TRK78551375,6,N/A,Facebook,595
ORD200169,4/7/2024,C35785,Printer,1,428,732 Main St,Online,Delivered,TRK78923089,2,WINTER15,Email,428
ORD200170,4/4/2025,C80223,Desk,4,663,535 Main St,Cash,Cancelled,TRK68632951,8,SAVE10,Instagram,2652
ORD200171,8/15/2023,C20448,Tablet,2,148,336 Main St,Credit Card,Delivered,TRK67379895,7,WINTER15,Instagram,296
ORD200172,4/6/2025,C34134,Printer,1,254,365 Main St,Online,Delivered,TRK43074303,1,WINTER15,Email,254
ORD200173,3/24/2024,C95901,Phone,3,664,806 Main St,Online,Delivered,TRK56989066,4,FREESHIP,Google,1993
ORD200174,4/16/2024,C51145,Printer,4,601,790 Main St,Debit Card,Delivered,TRK59154274,9,SAVE10,Email,2403
ORD200175,2/8/2025,C78170,Chair,5,68,332 Main St,Debit Card,Pending,TRK71410605,6,WINTER15,Referral,342
ORD200176,6/28/2025,C80151,Tablet,4,431,553 Main St,Gift Card,Pending,TRK88251529,8,WINTER15,Referral,1723
ORD200177,8/5/2023,C55632,Chair,5,432,354 Main St,Credit Card,Pending,TRK13003066,10,N/A,Facebook,2158
ORD200178,4/11/2024,C53070,Chair,4,512,283 Main St,Online,Delivered,TRK49791755,5,SAVE10,Google,2048
ORD200179,11/24/2024,C27401,Laptop,3,540,500 Main St,Credit Card,Delivered,TRK14332053,8,N/A,Email,1620
ORD200180,3/18/2023,C87216,Tablet,5,316,970 Main St,Cash,Returned,TRK18713727,10,N/A,Google,1580
ORD200181,8/31/2024,C38966,Printer,5,404,247 Main St,Online,Shipped,TRK17205146,10,N/A,Referral,2022
ORD200182,3/19/2025,C16612,Desk,1,601,596 Main St,Debit Card,Pending,TRK96188223,4,WINTER15,Google,601
ORD200183,4/18/2024,C39246,Monitor,5,186,258 Main St,Debit Card,Delivered,TRK16658182,8,SAVE10,Email,931
ORD200184,4/4/2024,C65180,Tablet,4,215,231 Main St,Gift Card,Cancelled,TRK39255469,7,N/A,Referral,858
ORD200185,2/2/2025,C46877,Laptop,1,211,572 Main St,Online,Shipped,TRK96935978,2,WINTER15,Referral,211
ORD200186,12/7/2023,C30334,Phone,2,134,322 Main St,Cash,Pending,TRK66388885,7,FREESHIP,Facebook,267
ORD200187,2/8/2023,C21227,Chair,1,591,689 Main St,Gift Card,Returned,TRK79129657,6,FREESHIP,Referral,591
ORD200188,3/15/2025,C97715,Chair,2,364,927 Main St,Gift Card,Shipped,TRK19515949,2,FREESHIP,Referral,728
ORD200189,7/5/2023,C48939,Printer,5,429,597 Main St,Gift Card,Cancelled,TRK62786764,5,WINTER15,Email,2147
ORD200190,8/31/2024,C35483,Printer,3,224,725 Main St,Cash,Returned,TRK79638203,3,SAVE10,Email,671
ORD200191,3/8/2025,C51494,Laptop,2,489,505 Main St,Online,Cancelled,TRK58520306,4,FREESHIP,Google,978
ORD200192,8/11/2023,C58410,Desk,1,645,151 Main St,Gift Card,Cancelled,TRK19749672,5,SAVE10,Google,645
ORD200193,7/21/2023,C11644,Printer,1,47,429 Main St,Cash,Cancelled,TRK81320339,6,N/A,Google,47
ORD200194,6/8/2024,C53501,Monitor,1,250,899 Main St,Cash,Shipped,TRK90144892,3,FREESHIP,Google,250
ORD200195,4/22/2024,C63619,Chair,3,619,801 Main St,Debit Card,Cancelled,TRK65385674,6,N/A,Email,1858
ORD200196,1/24/2025,C40882,Desk,4,217,719 Main St,Cash,Delivered,TRK64165503,8,WINTER15,Email,869
ORD200197,8/27/2023,C80135,Laptop,5,222,723 Main St,Cash,Returned,TRK95222269,5,WINTER15,Referral,1108
ORD200198,6/11/2024,C37594,Laptop,4,340,926 Main St,Cash,Cancelled,TRK94405162,8,SAVE10,Referral,1361
ORD200199,1/23/2025,C87524,Phone,1,625,358 Main St,Online,Returned,TRK21114341,5,WINTER15,Google,625
ORD200200,6/7/2025,C97681,Tablet,5,433,895 Main St,Credit Card,Delivered,TRK37531040,9,SAVE10,Google,2166
ORD200201,6/18/2023,C10126,Monitor,2,675,146 Main St,Online,Shipped,TRK75607531,4,SAVE10,Facebook,1350
ORD200202,2/6/2025,C36938,Monitor,3,254,636 Main St,Credit Card,Cancelled,TRK52522904,3,FREESHIP,Email,762
ORD200203,1/21/2025,C99173,Printer,3,357,172 Main St,Online,Shipped,TRK89849342,5,SAVE10,Instagram,1071
ORD200204,9/5/2023,C99775,Laptop,4,414,478 Main St,Gift Card,Cancelled,TRK21638425,9,FREESHIP,Facebook,1655
ORD200205,3/4/2023,C19266,Desk,3,147,609 Main St,Debit Card,Returned,TRK58357269,3,N/A,Email,442
ORD200206,4/16/2024,C31072,Laptop,4,229,729 Main St,Gift Card,Returned,TRK77172975,8,WINTER15,Email,916
ORD200207,3/18/2025,C54595,Phone,1,122,999 Main St,Debit Card,Delivered,TRK44416659,3,N/A,Google,122
ORD200208,10/8/2024,C87777,Desk,2,408,597 Main St,Online,Shipped,TRK29003608,3,FREESHIP,Facebook,817
ORD200209,8/29/2023,C35854,Tablet,5,188,706 Main St,Cash,Returned,TRK30615168,9,SAVE10,Google,940
ORD200210,12/5/2024,C93821,Chair,3,358,513 Main St,Gift Card,Delivered,TRK10658539,7,FREESHIP,Facebook,1075
ORD200211,1/3/2025,C54390,Printer,3,194,185 Main St,Gift Card,Pending,TRK83853742,7,FREESHIP,Email,581
ORD200212,6/20/2023,C53215,Monitor,1,265,367 Main St,Credit Card,Cancelled,TRK34751835,6,WINTER15,Email,265
ORD200213,4/20/2023,C71122,Laptop,1,634,317 Main St,Cash,Cancelled,TRK54757882,6,SAVE10,Email,634
ORD200214,8/21/2024,C29483,Desk,4,306,673 Main St,Online,Delivered,TRK89423603,5,N/A,Facebook,1223
ORD200215,8/10/2023,C26767,Printer,1,304,432 Main St,Cash,Shipped,TRK24585307,5,FREESHIP,Facebook,304
ORD200216,4/15/2025,C70492,Monitor,4,496,811 Main St,Online,Cancelled,TRK84625405,8,WINTER15,Google,1984
ORD200217,5/20/2024,C61549,Desk,4,322,908 Main St,Cash,Returned,TRK65596914,9,N/A,Google,1286
ORD200218,4/28/2023,C11665,Tablet,3,112,882 Main St,Gift Card,Shipped,TRK10993930,6,SAVE10,Instagram,337
ORD200219,5/2/2025,C48946,Laptop,5,62,457 Main St,Cash,Delivered,TRK99387220,6,SAVE10,Email,310
ORD200220,7/18/2023,C79506,Laptop,2,373,497 Main St,Credit Card,Pending,TRK95188748,6,SAVE10,Referral,746
ORD200221,2/23/2024,C93473,Tablet,5,639,552 Main St,Debit Card,Pending,TRK50003989,6,SAVE10,Google,3197
